currentLocation,participantId
POINT (-3214.461804041242 6494.087037452629),894
POINT (-226.55729618599278 3890.951724553671),1006
POINT (-511.26325664006436 3557.4619329510797),177
POINT (-231.91313099514392 3866.091209937267),596
POINT (-3801.1401833720106 6372.438730869454),608
POINT (-250.7913962501974 5030.9748212863815),704
POINT (-505.23776746692744 3563.9316454363807),50
POINT (-228.36677381373116 3892.217690442782),208
POINT (-226.11409845820876 3874.858919478769),224
POINT (-211.82348422069052 3891.3780489764686),278
POINT (-216.31035220871888 3875.9319228605355),280
POINT (-3206.9861217759117 6501.997962216019),310
POINT (-1531.8503890664065 3830.063264542857),342
POINT (-1689.9699588920605 3877.6775707640586),448
POINT (-1708.7484059154172 3852.234076279526),624
POINT (-3217.146325883446 6502.634027953146),812
POINT (-237.72518139117147 3885.627975784292),870
POINT (-270.4472557128035 5027.489919241407),40
POINT (1801.8056083262045 4328.1234000834065),244
POINT (-236.5752901298444 3880.7062700246533),293
POINT (-213.33428031900598 3870.711622475734),305
POINT (-3217.540202938841 6481.214221833996),606
POINT (-496.54511943859586 3543.355860605009),659
POINT (-3795.6727073458874 6382.73196100829),989
POINT (-238.00365020431312 3865.4120422207575),502
POINT (-245.84054255641067 5029.408924152119),675
POINT (-494.7628869743808 3553.1320421818396),803
POINT (-3791.671968784603 6370.750715849501),1007
POINT (976.094993657456 3995.589263227208),22
POINT (971.5280825395529 3988.7913610564033),106
POINT (962.3171636001564 3982.7737209981556),175
POINT (-1513.821042104036 3823.0038793833005),286
POINT (-233.9720012610657 3884.927573790209),456
POINT (-1601.4788743371687 3879.586468323899),495
POINT (-268.9504521586954 5011.935714783055),951
POINT (-275.1179006550664 5035.537670313957),990
POINT (958.4798884041409 4002.9245169425812),234
POINT (-3196.465543604096 6483.756494289958),906
POINT (-255.28882339637516 5034.09148881612),51
POINT (1799.402544553143 4338.514875175833),246
POINT (-1619.3595081429596 3893.333468292888),314
POINT (-213.7721934403643 3873.2756698597072),529
POINT (-496.31542544391317 3565.9277691654956),530
POINT (1817.8316797733132 4338.634160972781),554
POINT (-224.19402559507049 3885.3393131000616),601
POINT (-212.93649474994174 3869.8447646750387),652
POINT (-272.6756154782342 5017.5740777665715),935
POINT (-273.5555682600717 5023.570688770804),63
POINT (-3214.5213333577203 6477.375771629272),332
POINT (-501.53957444708163 3553.059229998683),357
POINT (-220.3339091956139 3870.0038225204808),501
POINT (-1513.7121599990335 3811.330869529225),570
POINT (-1714.8623709414956 3858.019099769367),612
POINT (-252.86763588715274 5028.3840660015485),683
POINT (-261.0954325627616 5036.779646111887),878
POINT (-3794.554670505468 6373.77129322907),899
POINT (-3208.5691797123036 6472.954862575106),941
POINT (-3790.072645185196 6371.5988340585955),957
POINT (-3894.672383523154 5963.095447780127),994
POINT (773.5956728876653 923.1898887931784),82
POINT (-500.2837920182393 3560.0956917193757),181
POINT (-503.1430786472782 3564.2165360455106),365
POINT (-211.91190644920903 3882.0397384614885),460
POINT (-3894.2270828545957 5970.665321351806),733
POINT (-222.68730751826487 3871.4403749086414),871
POINT (-230.19086879559856 3889.0914878805074),155
POINT (785.2591247791407 945.6142764338204),166
POINT (973.5045004527665 3981.0914233349395),243
POINT (-490.53536461936477 3555.335965302736),272
POINT (-505.53639744295464 3566.4842099176294),295
POINT (-220.86905732375408 3871.804985181126),303
POINT (-3900.8312520143472 5967.236790773119),851
POINT (957.6110047503042 3999.2441473461495),969
POINT (-1519.3453775417506 3802.375805472332),292
POINT (-226.07425983090062 3870.8649141432375),412
POINT (-1714.994804011992 3862.991189462375),573
POINT (-272.0496150442301 5015.306455063509),910
POINT (-259.64173516904515 5037.462760170165),113
POINT (-3223.805619196281 6494.608636083588),315
POINT (-222.21568879936405 3891.0012471826167),340
POINT (-1603.5817876316023 3884.852818949394),408
POINT (-261.9221632860476 5016.445509135177),656
POINT (-248.0003176850429 5034.205623902746),795
POINT (-246.55773785679608 5024.094158934074),948
POINT (-1616.9165109115104 3888.6538949552305),46
POINT (-236.27194237043912 3878.0610052609236),468
POINT (-1617.7082038740148 3883.1693559871587),635
POINT (-261.1364097451744 5039.023415608591),732
POINT (-3902.7877106624956 5968.0114846555925),979
POINT (963.321130185361 3982.502682093711),239
POINT (-1716.3337725237423 3874.079811394945),273
POINT (-1510.9939590391289 3819.20860231421),537
POINT (-223.70785592665578 3869.4237713146595),545
POINT (-260.90748772427446 5017.042985109844),993
POINT (-3799.394443810456 6371.269036559689),0
POINT (959.0593131349062 3979.932053972671),57
POINT (763.1484303989004 922.6774022427849),115
POINT (-213.48940337424625 3883.8366623545066),164
POINT (-249.95257794544713 5025.656613544757),688
POINT (-267.3559873401505 5028.691827187165),717
POINT (-257.8918514152895 5033.944547057033),804
POINT (967.7016604801107 3980.7946830239816),830
POINT (-258.67935402933233 5015.713427171223),250
POINT (-268.3429214369285 5038.283171758548),290
POINT (-1603.0044543279782 3881.2043787888383),424
POINT (-487.5072485559304 3559.3827372976043),88
POINT (1796.002059383532 4339.06509549031),173
POINT (1797.9301790641139 4328.978644531704),226
POINT (-217.96728410809718 3892.1079864352005),300
POINT (-1688.6055566379218 3857.251706908298),442
POINT (-3215.926333333857 6481.045710373006),546
POINT (-1604.456536440225 3881.791661749381),579
POINT (-3804.4420025323034 6372.968302081114),631
POINT (-492.7007956792935 3548.447197862545),660
POINT (-218.58347198662992 3891.773601067139),767
POINT (-1602.9138772700946 3877.3266288743534),797
POINT (-266.9217257458908 5037.35804576242),34
POINT (-271.7914900708963 5021.75029620969),65
POINT (-252.25667410697636 5029.438649209421),135
POINT (-1703.0174033702808 3872.411193850548),255
POINT (-1531.464921969304 3826.4537447472107),421
POINT (960.5415156185329 4006.355608035459),838
POINT (-1606.9859201012903 3892.6340192454754),274
POINT (-1515.4541510251877 3828.515055891381),328
POINT (-3220.280187382288 6486.020610501174),697
POINT (-3914.335408050596 5980.368900341944),841
POINT (-239.65112819215358 3866.3090905296785),179
POINT (963.5698261319952 3978.07814865958),202
POINT (-220.0222593437249 3865.175534957043),228
POINT (-1613.4192452927978 3883.1115809000503),370
POINT (-3900.682201101047 5976.040166593002),690
POINT (-235.18246802069382 3874.1305807544722),710
POINT (-240.00986883846767 3885.9910273846353),788
POINT (-1687.6459435205695 3862.447690730388),991
POINT (-235.11844977812478 3879.511827613275),145
POINT (-3790.866219178629 6359.66264328701),766
POINT (-226.36141145271472 3884.9265479037495),815
POINT (-3914.7792630671565 5967.015149176249),869
POINT (-223.7095129820241 3890.5780052737996),84
POINT (-1595.2048709458772 3895.6956174523652),418
POINT (-220.04817127946677 3890.6684765054024),445
POINT (-501.4013815990358 3543.2849014321355),563
POINT (-223.0934043879636 3886.0143219890565),776
POINT (-216.23957523344995 3885.863341624314),929
POINT (-271.7239069240386 5019.592609380572),973
POINT (-3205.2902565830286 6490.486331332524),1007
POINT (-257.1564718222744 5029.732193956409),196
POINT (-222.6911096687666 3874.723578951641),321
POINT (-3786.6856560049328 6365.396230716578),334
POINT (-1518.040945960054 3808.9571068697683),390
POINT (-1614.7792376906802 3876.8739612406016),469
POINT (-1712.1840899653698 3851.2129202022716),564
POINT (-260.2455410427273 5023.383663071939),687
POINT (-1701.5444177208985 3871.87294558153),730
POINT (-3907.3391264761103 5980.375985400727),28
POINT (-262.5425826631515 5019.052035750349),128
POINT (-513.0545566723604 3542.256772928635),137
POINT (-212.28485479804039 3875.2969487562686),167
POINT (-1708.2280046188787 3851.633116573317),350
POINT (1794.9482068929265 4348.1311714050535),156
POINT (-215.00956516963672 3875.6508673882395),389
POINT (1813.125404421128 4343.019036600784),21
POINT (-255.3096416815646 5026.431881439814),35
POINT (-236.59726588361616 3863.9325243456265),317
POINT (-222.69971698117564 3878.060033812991),400
POINT (-488.13672140231205 3551.3066056155767),693
POINT (-260.8507379338487 5032.243211562611),220
POINT (-503.4939831502011 3541.271955477085),325
POINT (-1521.094609950573 3810.5182886391167),360
POINT (-1713.9227103388355 3862.4199499474653),550
POINT (950.186354841339 3991.649880259253),5
POINT (-227.90830124207903 3876.359767948249),531
POINT (-3916.754815454066 5956.548095430686),623
POINT (-234.79416361681913 3869.0361380039535),9
POINT (1799.8903881764522 4340.511541097497),40
POINT (1817.2672415855716 4348.0191636122945),249
POINT (-1700.8721032035642 3870.3284731561143),266
POINT (-1619.0771838287349 3884.5663504384306),385
POINT (-511.94441842315854 3539.165450122843),459
POINT (-1712.8990708837366 3860.7942419177893),478
POINT (-230.57793149862735 3889.6654733147466),549
POINT (-3894.6182557511593 5953.073513454886),931
POINT (-273.9125456782863 5014.99428950301),126
POINT (-1510.3094211447155 3818.6603865336024),598
POINT (960.5865575327625 3977.120733385423),685
POINT (-218.02097338052053 3882.9113644431613),188
POINT (-227.7470534449928 3881.999452616124),491
POINT (-3197.7485348877185 6497.431512337757),594
POINT (-240.64018962889 3878.5001143402787),703
POINT (-1706.2885195049298 3852.684847264464),813
POINT (-497.78919642702334 3564.0310615035955),75
POINT (-236.9191006302032 3864.1229393182157),130
POINT (-1511.2134253476415 3809.2728752189373),427
POINT (-3783.127995178905 6373.005981726819),673
POINT (-270.4779817957821 5020.794580508802),850
POINT (-236.7613565735475 3878.7505685109754),893
POINT (-1604.9025082466162 3874.432012346725),242
POINT (-510.0772036034795 3559.353713690961),378
POINT (-1514.5855116771486 3811.033456183984),387
POINT (-3223.007907278121 6488.22818558663),648
POINT (-3917.121453729847 5969.291335327703),772
POINT (-259.22519824920363 5032.549144438593),914
POINT (-3200.295572563098 6493.3797248273495),959
POINT (1808.7826953552747 4351.735553908635),60
POINT (1798.0934965106721 4344.507273443553),622
POINT (-507.85640182761506 3543.5542589494867),626
POINT (950.9811634358774 4002.3093046642557),953
POINT (1799.9197942245346 4331.570283399634),64
POINT (-215.81261455002056 3876.3978360925753),153
POINT (-270.9350993361128 5025.493253319743),246
POINT (-508.33424694993056 3555.22548388424),284
POINT (-503.9804814605104 3544.6653014973804),439
POINT (1798.5078085588075 4351.516859818107),934
POINT (-513.0387382287768 3539.7732231837826),14
POINT (-268.38765765865674 5032.767554756569),165
POINT (-512.9401141603689 3559.626649923426),184
POINT (775.262917067941 932.1881256066268),203
POINT (1796.514770206896 4324.72903959271),240
POINT (-3900.6008218986444 5972.301183924493),578
POINT (1821.1796118374868 4354.154743432556),251
POINT (-1611.33485012427 3872.6500639613005),311
POINT (-230.47829129990092 3870.2435767502107),376
POINT (-213.3531299829634 3890.2541775416926),448
POINT (-222.49082793509564 3879.5378186106955),607
POINT (-238.24554203239836 3870.595706547001),612
POINT (-1520.075679977012 3807.0547120698893),659
POINT (-269.7618942086341 5039.842222037862),737
POINT (-3910.953276495131 5954.745520996789),863
POINT (-506.8908280718376 3565.670544096643),986
POINT (1812.4483838666952 4328.909879860783),19
POINT (-257.3354290357125 5027.992783932655),133
POINT (-1690.594658113352 3872.893636467665),283
POINT (-1701.8614534346545 3859.0126875598216),338
POINT (-3807.8815624022814 6379.739054698967),981
POINT (-247.9198853592486 5035.292650990087),20
POINT (-1696.5136045159709 3862.331283113228),318
POINT (-229.65876601562056 3873.6690182014268),450
POINT (-218.62126367413234 3868.534097700347),588
POINT (-3909.162490001957 5981.548681143499),743
POINT (-236.46974004444914 3872.90684312894),497
POINT (-3200.373483782187 6492.663614638648),535
POINT (-212.50047751836223 3868.3434663583366),843
POINT (-265.34924357280084 5019.605433351409),55
POINT (-1706.777335949783 3877.5584727838177),441
POINT (-250.12013480507582 5022.832656945048),716
POINT (-3216.2486923608294 6479.007847192746),962
POINT (-234.85852385063131 3891.146358937196),26
POINT (-229.7319934841551 3890.4127044130046),50
POINT (-211.089766304679 3891.082773738458),166
POINT (-258.8922896476665 5032.000024826355),899
POINT (-1525.436908982372 3822.205593116438),255
POINT (-1706.7623792416682 3873.280279652681),487
POINT (-236.8186641190144 3880.2085671157433),227
POINT (-233.5548601501395 3887.4670796443484),361
POINT (-211.30405867004214 3881.31181759887),675
POINT (-227.17752478310345 3868.035892041562),696
POINT (1817.4800453356388 4340.223231115555),25
POINT (-514.2360193452132 3541.245223153212),686
POINT (1803.3619132873214 4352.314657602606),67
POINT (-496.1151317505882 3553.4364751180183),70
POINT (-1607.7730136167042 3892.8883332285095),730
POINT (-260.0103264880858 5040.960692605576),989
POINT (-1622.562368419548 3895.0951990419244),273
POINT (-260.61074371726914 5018.962020696486),412
POINT (-3790.0581065656656 6382.787791181949),533
POINT (-211.9576245179406 3881.990809825954),537
POINT (-3894.964639069137 5979.851535092791),557
POINT (-3913.7361239754573 5966.199906209559),697
POINT (-248.7949738196454 5026.42411479423),219
POINT (-250.38550413014175 5023.075931947354),942
POINT (-515.5701972024176 3542.330821641146),411
POINT (-264.40379685925785 5019.309766931011),235
POINT (-237.31112686099928 3892.0498414056474),98
POINT (-3782.8472558056706 6364.020878806935),906
POINT (-231.8525338264812 3872.834747616827),158
POINT (-224.14287014296383 3867.616320617975),250
POINT (763.2625854845734 935.4530286811124),95
POINT (-212.13183349494255 3876.1338705774983),470
POINT (-261.92886599310896 5040.644316547802),221
POINT (-214.77164086589988 3888.1610769621293),499
POINT (-3201.263836934621 6476.34690489894),728
POINT (-258.17791999025275 5012.269244740744),507
POINT (-3787.6455491361953 6356.611289415917),728
POINT (-3905.8182366876604 5968.823320204831),309
POINT (-3900.9145252396493 5953.9554243348675),507
POINT (-3212.3623000944913 6488.644024496446),309
POINT (-211.46501420298762 3875.0282536133923),11
POINT (-3209.1235965023534 6493.020350792928),440
POINT (763.0712470114073 926.3118147681259),129
POINT (-3203.9444880929955 6494.304917000501),627
POINT (-275.15810304149795 5033.382312899878),939
POINT (-3793.8403008480545 6354.040513143459),507
POINT (-1519.10478698638 3806.105640493264),797
POINT (-3215.229497546957 6500.5927754994855),665
POINT (-227.0378796309814 3868.952905935616),239
POINT (-215.52064560989348 3880.2738469461437),66
POINT (-3908.6854341401263 5980.772071207871),665
POINT (962.8028492973762 3983.4806920021956),120
POINT (-1608.0900493304603 3880.028075206801),338
POINT (-273.0576610626711 5027.752706440232),54
POINT (966.3214733329248 4000.7337484726013),178
POINT (-1521.727444189955 3811.941371439897),321
POINT (-1513.097241742418 3819.5899407155357),430
POINT (1804.3519514210961 4328.346821920768),138
POINT (-1690.6220200953017 3851.5457486647333),559
POINT (978.8996473513847 3982.281567242487),868
POINT (-1604.608264352979 3899.8220678596304),374
POINT (973.9415104947948 3997.106227180144),186
POINT (-1622.7708403919614 3896.6036759576505),849
POINT (-3793.7570276227525 6367.32187958171),851
POINT (756.3873075804554 918.0765033979907),212
POINT (-1618.0976955858325 3892.5341845732423),373
POINT (-225.3064439597576 3883.416360353942),440
POINT (953.960394366598 3990.9459229245904),246
POINT (-1597.6301323877506 3894.2248677643897),286
POINT (1815.697461686531 4349.828126614328),162
POINT (-499.6462692791597 3557.714179399506),274
POINT (-254.24482216152353 5022.398323858673),466
POINT (-3890.7369229344395 5975.891803496869),795
POINT (-509.17488037625714 3545.849457060029),833
POINT (965.6702954535072 3998.0018140434395),914
POINT (-3217.35579789711 6478.487745301245),940
POINT (-229.97943818383533 3889.6099561491633),355
POINT (-1702.6506293734064 3866.963682197673),357
POINT (-490.51533915240907 3549.1698084116156),389
POINT (-217.793103233945 3892.59999589636),819
POINT (-1602.0004042743146 3878.0921837978203),108
POINT (-3802.0641436889896 6362.621651497493),592
POINT (-3891.3291845251642 5976.554450437295),995
POINT (-269.9692358518502 5036.752536470272),210
POINT (-1707.1416574423652 3880.098227016639),307
POINT (-3893.480509395601 5957.640397322335),313
POINT (-1605.532732323168 3879.879155777987),871
POINT (-252.8416587750271 5029.836036791292),36
POINT (-502.97670011685574 3552.521542031632),362
POINT (962.1088610765646 3998.708913179099),610
POINT (-3209.7091462285866 6478.646724585319),724
POINT (-504.35734582638656 3541.3062232067928),252
POINT (-3784.97050561007 6378.0294519180925),499
POINT (-3205.198208509064 6491.659563710007),877
POINT (-3199.948458412454 6485.737217956062),968
POINT (-3807.767069141165 6353.682598672626),1005
POINT (-211.66726182872537 3873.3143727960587),873
POINT (-3892.8031528397096 5969.929158624464),49
POINT (-3797.896547051913 6353.026362852408),796
POINT (-3797.5386434982943 6370.752055378821),895
POINT (-236.09423419019174 3868.107068993697),967
POINT (-226.49262445794048 3875.7786248617663),259
POINT (-1612.5041908205235 3882.107799070772),450
POINT (-234.14466677232147 3883.335661574798),462
POINT (-256.34449283331685 5027.645598799801),551
POINT (-269.61808064688694 5040.137372995691),738
POINT (-3810.4967123444526 6376.659471285562),977
POINT (-3807.1761705288513 6363.787960917552),980
POINT (-235.52533172192724 3887.4323029299408),71
POINT (960.0122038614378 3992.847939488608),172
POINT (1813.1048398167288 4345.1035580445805),207
POINT (1795.5601985410033 4335.855210365973),955
POINT (-3224.3985693112936 6497.044554199695),990
POINT (-222.80693376811996 3868.1566053902793),52
POINT (-232.76710273382227 3873.0778365590722),399
POINT (962.9556344197006 3993.366034029839),576
POINT (-3888.9408359706063 5964.964881645399),590
POINT (-267.48603896816314 5022.836656599692),620
POINT (1803.053154936849 4346.813099597393),969
POINT (-268.48031774327865 5039.175749577573),2
POINT (-509.4004737590944 3552.827711024479),143
POINT (-228.1542832237452 3882.183751393575),150
POINT (-240.06442321964528 3868.81188061777),411
POINT (-226.81163286099218 3891.382685730481),1000
POINT (-1688.9308718320397 3876.9112145244426),403
POINT (-1537.38918271074 3827.1679822018614),431
POINT (-1612.990975137474 3894.2956672996606),487
POINT (-3891.5341532270068 5982.539678881042),542
POINT (-234.0710861066075 3880.215114085885),46
POINT (-245.62625019104752 5039.1798802917065),166
POINT (-230.94131862784025 3882.570355913491),608
POINT (-225.74578025739464 3877.3653648093796),613
POINT (1824.497101332845 4342.430546008209),675
POINT (-500.17158132158255 3551.3933025112724),692
POINT (-258.8110204161379 5033.356351218816),7
POINT (950.1855180224553 3992.6326263441583),68
POINT (-259.1391480378316 5037.057233577999),93
POINT (1811.2051434149846 4326.527967528779),105
POINT (970.3367504726174 3978.725311115138),228
POINT (-1510.9482409703974 3819.2575309497447),460
POINT (-3195.5768990947813 6475.664608821872),625
POINT (-274.8184170811222 5021.678722835872),798
POINT (-3802.7958326943913 6361.403166980218),891
POINT (-219.87378044102604 3881.7304591026323),957
POINT (-1531.8648074883465 3818.92433534912),284
POINT (-1599.531139831235 3895.45378863628),432
POINT (-1708.5506417948745 3855.858573593622),469
POINT (-1538.9617501082469 3825.3826875765612),849
POINT (-263.62258210571565 5036.189602383118),904
POINT (-260.0924539696298 5038.837527111392),4
POINT (960.6270163321872 4003.9624805710996),50
POINT (-3801.9307186300157 6373.764604021955),691
POINT (-1700.9391035262727 3868.821697050564),111
POINT (967.4025524890899 3981.144271164311),420
POINT (-510.683550404403 3542.28051420984),492
POINT (-510.00558344076916 3556.5227070716796),640
POINT (-3223.665517136678 6489.112039619317),772
POINT (1799.0072466724985 4353.614879874175),787
POINT (959.54625012991 3985.058102956256),55
POINT (-222.7532181961544 3868.6583860978158),82
POINT (952.8102271267543 3982.287608063354),137
POINT (-3208.7417774465334 6473.299048030838),170
POINT (-218.53391841731562 3886.900435202956),249
POINT (-214.62154816540036 3893.0360150232177),251
POINT (-1596.8506159911074 3872.5611363117127),559
POINT (-3910.5594885839287 5971.301336908377),616
POINT (-1601.4761091045832 3884.8643179721453),661
POINT (-262.2459809774902 5025.365538397341),999
POINT (958.156210410403 3993.3639883917103),121
POINT (-262.9032577000997 5040.314796996031),208
POINT (-264.353978084178 5040.902938430612),838
POINT (-224.47034030921 3883.931196023651),961
POINT (-274.78068062923535 5038.750121507478),966
POINT (-217.91611060778973 3863.974251582091),30
POINT (957.9737679568201 4002.8107153672668),34
POINT (-255.6224579022472 5025.753729464513),203
POINT (-1709.3413158007738 3863.431932801887),503
POINT (-216.628767949161 3877.9644945427103),932
POINT (1799.8593856747405 4326.559125098938),76
POINT (-226.40057446118365 3884.987800628182),255
POINT (-1595.9783496863292 3887.859573908452),540
POINT (-3904.065058701383 5973.526773769932),544
POINT (-1698.2279405444192 3860.7762741024017),579
POINT (-227.4536991041184 3886.4398979581974),682
POINT (-216.1068962645236 3889.737185404669),782
POINT (-274.76270583774743 5025.725772217241),947
POINT (968.0144538309796 3993.706893896815),24
POINT (-228.57691179057588 3886.8972527052974),571
POINT (-220.15125003508803 3871.979529624477),880
POINT (-231.51466335365558 3876.6876000596),890
POINT (-3889.0965733564553 5981.16133512384),278
POINT (-3200.1275047513145 6485.535913299522),280
POINT (-1698.6751043384818 3860.7238893732265),360
POINT (-1532.7969514949439 3800.3583025132953),712
POINT (-239.42083171471035 3866.785050326835),916
POINT (-236.93778340435236 3890.7507858715553),956
POINT (-3795.713486270901 6368.096573464184),979
POINT (963.3405451687298 4004.1666016573913),60
POINT (-509.7275038328227 3548.099136043849),372
POINT (-250.09873870118759 5017.637264071303),889
POINT (-251.57751569157324 5015.2423338566805),965
POINT (1822.417758530007 4348.314272846177),20
POINT (963.5800453140395 4005.9749578325504),61
POINT (968.919281321382 3977.5048221420907),80
POINT (-495.64054028640635 3561.9354759787093),109
POINT (-3785.19785781405 6382.697842343665),814
POINT (-3898.2378252864282 5979.994982237103),912
POINT (1805.9268024060482 4329.789271685413),13
POINT (1822.9020597862602 4339.537278879151),47
POINT (-3909.3822699270263 5961.225006081391),546
POINT (-252.50596411594233 5025.612539116691),554
POINT (-3199.6376087913386 6476.859272154482),680
POINT (953.0478829553431 4005.5996175637424),98
POINT (-273.64121342946385 5023.33453202567),148
POINT (-1594.11851142843 3889.8813749146916),598
POINT (-229.03300806426398 3884.536588673484),879
POINT (-3224.3349652589336 6481.055939843795),936
POINT (-240.62161915512942 3885.28520634663),939
POINT (-215.10247668166278 3864.5142423402567),43
POINT (-259.96334313346557 5011.767237390578),410
POINT (-215.0858388018724 3891.839663028623),646
POINT (1824.3417975379296 4329.850519493731),868
POINT (-3901.006596729988 5976.392863090808),562
POINT (-267.13432855136364 5012.430933078733),59
POINT (-267.6227894856148 5029.018632538999),95
POINT (-211.0043679491479 3885.8469501572467),141
POINT (-264.891089043848 5034.93781573925),222
POINT (-1594.8341525337275 3878.2670945552773),442
POINT (-3913.379783824629 5966.528498860776),454
POINT (-256.77851492009546 5028.597543452663),958
POINT (1799.2238777381895 4340.103297296692),74
POINT (-1704.254133573603 3878.1209882445005),365
POINT (-503.25282742776517 3555.5183936395),491
POINT (-3202.14830454338 6489.890949887286),683
POINT (-1688.26750449799 3862.170544821131),751
POINT (-1518.933110128062 3812.125682379118),318
POINT (-1710.285935302582 3859.753909259019),833
POINT (-235.91077182643494 3879.3928126881588),40
POINT (-260.7957373447258 5011.716192274661),419
POINT (-214.00519118620443 3864.1223554423673),559
POINT (-3793.5265975070497 6372.386272733084),578
POINT (-3904.285692765132 5977.704596712868),725
POINT (-245.85885635826864 5026.5368367162155),764
POINT (970.255311499986 4002.259174363084),162
POINT (-497.3137829297207 3553.067433269928),551
POINT (-3195.484899377437 6484.785585937014),590
POINT (967.4629510575724 3997.7805852060774),952
POINT (964.9155819766105 3994.709227007575),149
POINT (-515.7310728580811 3552.5348924525238),152
POINT (973.1221149747809 3981.7925695424965),217
POINT (-227.39238210674043 3892.547209994554),221
POINT (-3217.0304799509495 6485.351682350089),706
POINT (-1619.3035886830596 3895.198431181127),218
POINT (-1611.6969966485171 3876.226063052762),252
POINT (-3197.6081674038805 6473.312425107994),538
POINT (1807.7950612261043 4332.073657606439),128
POINT (-3198.276196395343 6498.727981280279),517
POINT (-1534.603595577461 3801.0073194681618),564
POINT (-3197.2809863412704 6495.712507788484),795
POINT (950.0770766215886 3987.131392440718),798
POINT (-231.38505408906522 3892.151603073267),986
POINT (-1608.0692926158156 3875.7782549257518),323
POINT (-1533.1810012935098 3820.5534540630542),462
POINT (-248.30867732673283 5021.372776412956),529
POINT (-490.0978853571319 3549.3257283885564),714
POINT (-506.00163819341424 3561.910501697086),213
POINT (-1600.0730899931798 3891.846193794818),331
POINT (-1611.1995707655162 3901.224048710429),388
POINT (-506.17299394146465 3562.046388975235),637
POINT (-238.0648448647049 3888.0782529184244),888
POINT (952.488028877569 3981.409692280461),226
POINT (-3209.4190235621077 6481.909940437106),308
POINT (-3898.5877602280666 5955.023409121555),840
POINT (-514.5248583564755 3548.9925232409314),63
POINT (-217.58297908812438 3869.865096073691),91
POINT (-505.7568745910778 3562.1595823094044),176
POINT (-223.97248391163933 3885.7522439904633),206
POINT (-1691.471287179945 3856.425545831867),296
POINT (-1709.3789940556849 3865.321347968311),426
POINT (-258.446660220592 5029.871889724671),742
POINT (-274.83433148665085 5034.8882028828475),977
POINT (-3904.7896156505944 5980.331127950669),978
POINT (1810.245189919626 4351.859148967482),4
POINT (-3199.3472162465405 6489.749862916079),49
POINT (-237.67168062961525 3868.0593359356285),289
POINT (-1609.0328426701374 3901.3277539872347),449
POINT (-1527.092855077489 3816.025881111653),481
POINT (967.940012822229 3995.6433855087153),114
POINT (-499.23651902660777 3551.2264088451966),232
POINT (-1711.116638367094 3870.4271592706696),640
POINT (-497.68441085433005 3566.355711208162),715
POINT (-1610.2594915764719 3884.9875221798316),752
POINT (770.3384188222344 936.584331780519),97
POINT (-501.48484652087245 3549.04168500467),720
POINT (-259.75950986502454 5020.604615989841),16
POINT (-238.42127018998747 3865.306014430439),281
POINT (-1697.6219399578752 3878.820611515579),336
POINT (-274.4618994734271 5036.262001641554),849
POINT (-511.9755140272215 3546.4257841523163),497
POINT (-257.37742696828076 5041.024265450895),583
POINT (778.0437161951611 936.270432933406),36
POINT (966.6494968343181 4004.1277814318946),84
POINT (-3223.429825690925 6478.918455237806),672
POINT (-211.57831118659578 3882.7256817551815),168
POINT (-251.5900016687637 5035.8345948519955),475
POINT (-1711.7946053307278 3856.18496640883),492
POINT (-1711.1882585298044 3873.2581658899508),378
POINT (-1699.7102332970608 3873.4377152114225),776
POINT (-3809.1389455328094 6365.467516566553),37
POINT (-268.6268138336308 5032.238899975358),102
POINT (-1615.673897772061 3890.1453237302094),284
POINT (-224.18441258059144 3869.4945299595825),291
POINT (-3802.644084652856 6380.088901648872),518
POINT (-227.55616051896612 3869.9309158441006),120
POINT (-219.89677560687363 3874.907889890862),318
POINT (-1596.725524142106 3880.251567765002),405
POINT (-1621.1023305694082 3875.3892609094305),689
POINT (-1603.489698448015 3896.168065958839),918
POINT (-1519.4235934699905 3828.1057249577175),984
POINT (-226.37100383790596 3868.9458785565957),993
POINT (1817.8850493950974 4325.092979991429),30
POINT (-1698.9839422224475 3866.6636977919043),299
POINT (-1618.7572529031731 3876.786135139546),484
POINT (-224.6658073388102 3877.8743614878963),692
POINT (-232.01765070603247 3871.752416863418),326
POINT (1811.112445640052 4345.570766294683),914
POINT (-265.83618056780466 5014.479384367824),57
POINT (-1612.5171154007355 3873.7002349114437),813
POINT (-253.36741116315795 5023.338691451557),106
POINT (-268.7582137364189 5022.677301573721),372
POINT (-3210.417078401402 6500.530299494329),732
POINT (-3902.5795330955225 5973.1996465013135),440
POINT (-3914.619766526437 5966.837639273795),511
POINT (-3217.1035519907596 6491.122041199992),616
POINT (-1617.8266422287531 3891.0742816492075),110
POINT (-213.59872293011242 3879.832646543495),122
POINT (-1622.2662565196133 3875.2238311961805),916
POINT (-3898.998424215075 5952.887898593158),1
POINT (773.294050736718 936.027882629414),119
POINT (1814.7151859870085 4338.775351320603),203
POINT (1801.857326145977 4352.197371433663),2
POINT (-221.43972849496035 3863.9550459839957),80
POINT (-270.99464776452515 5034.856756865031),218
POINT (-263.54534162991314 5014.729311587864),264
POINT (1821.582508331752 4352.352185319103),96
POINT (1809.1287309108684 4324.887287666227),117
POINT (958.9098012345514 3980.7778696695245),138
POINT (-213.79101486128474 3863.708434669008),538
POINT (-230.64465149864603 3884.4830470136426),894
POINT (-255.14584165418438 5028.014640647891),70
